episode_id,cell_line_id,selected_gene,selected_index,selected_dependency,query_cost,n_queries,total_reward,n_query_cna,n_query_damaging_mutation,n_query_expression,n_query_hotspot_mutation,hit_at_k,dependency_regret
227,ACH-000302,CHD4,10,-0.8996935073210894,0.16,8,0.7396935073210894,0,1,6,1,1.0,0.00905521455498215
228,ACH-002291,DICER1,14,-0.7605015325277744,0.25999999999999995,13,0.5005015325277744,0,1,12,0,1.0,0.017416654509232243
229,ACH-000753,SF3B1,14,-1.6640224145962734,0.16,8,1.5040224145962735,0,1,6,1,1.0,0.0
230,ACH-000478,POLE,11,-1.5906705443342342,0.16,8,1.4306705443342342,0,1,6,1,1.0,0.0
231,ACH-001990,SMG8,13,-0.2706665463116333,0.34,17,-0.06933345368836674,0,2,15,0,1.0,1.0890168847214936
232,ACH-002693,PCBP1,10,-1.0777625975916714,0.16,8,0.9177625975916713,0,1,7,0,1.0,0.04753440198309744
233,ACH-000753,EIF2B3,15,-1.1252676213365356,0.16,8,0.9652676213365355,0,1,3,4,1.0,0.24967533054472568
234,ACH-002055,MAX,7,-1.388265109410923,0.19999999999999998,10,1.1882651094109231,0,1,9,0,1.0,0.20523166979756646
235,ACH-000018,CCND1,9,-1.255573203088613,0.18,9,1.0755732030886132,0,2,7,0,1.0,0.0
236,ACH-000371,EIF1AX,0,-0.5198892420543841,0.16,8,0.3598892420543841,0,1,7,0,1.0,0.11366854417883432
237,ACH-000172,MTOR,1,-0.8023184532404959,0.32,16,0.4823184532404959,0,1,15,0,1.0,0.0
238,ACH-000766,NCAPD2,9,-1.3238624859228776,0.16,8,1.1638624859228777,0,1,7,0,1.0,0.008134595367322639
239,ACH-000381,TRAPPC8,10,-0.9244750217013552,0.16,8,0.7644750217013552,0,1,6,1,1.0,0.0
240,ACH-001205,ERCC2,9,-1.50884884245102,0.16,8,1.34884884245102,0,1,7,0,1.0,0.0
241,ACH-000272,ERCC3,12,-0.8337132859293974,0.16,8,0.6737132859293974,0,1,7,0,1.0,0.5390054503403297
242,ACH-001737,CTCF,7,-1.9413137095522748,0.19999999999999998,10,1.7413137095522748,0,1,9,0,1.0,0.0
243,ACH-000637,SMC4,4,-1.4764722967907464,0.25999999999999995,13,1.2164722967907464,0,1,12,0,1.0,0.0
244,ACH-002019,ZNF407,8,-0.8023382935235756,0.18,9,0.6223382935235755,0,1,8,0,1.0,0.21199744990919733
245,ACH-000627,ERCC2,12,-1.1064423954366658,0.16,8,0.9464423954366658,0,1,7,0,1.0,0.0
246,ACH-000018,POLE,13,-1.2277068699050484,0.4000000000000001,20,0.8277068699050483,0,2,11,7,1.0,0.6836306553992548
247,ACH-002291,BRCA2,13,-1.2340534225651898,0.16,8,1.0740534225651899,0,1,7,0,1.0,0.0
248,ACH-000290,CENPN,5,-2.055378645838476,0.23999999999999996,12,1.8153786458384762,0,1,11,0,1.0,0.0
249,ACH-000907,CNOT9,14,-0.8876766128110873,0.19999999999999998,10,0.6876766128110874,0,2,8,0,1.0,0.38143719259308284
250,ACH-000244,MED12,2,-0.0660846623534212,0.3,15,-0.2339153376465788,0,1,14,0,1.0,2.400134117810188
251,ACH-000422,SRSF2,7,-2.2594847232938364,0.19999999999999998,10,2.0594847232938363,0,1,9,0,1.0,0.0
252,ACH-000953,ERCC2,7,-0.7880893447751918,0.19999999999999998,10,0.5880893447751918,0,1,9,0,1.0,0.2670049266092658
253,ACH-000030,BARD1,7,-0.5562189887002027,0.25999999999999995,13,0.29621898870020275,0,2,11,0,1.0,0.33770912649886053
254,ACH-000581,PTPN11,10,-1.3177122168386368,0.16,8,1.157712216838637,0,2,6,0,1.0,0.0
255,ACH-000390,TRRAP,15,-1.5362260420825575,0.16,8,1.3762260420825576,0,1,7,0,1.0,0.0
256,ACH-000676,SRSF2,15,-3.059596333423527,0.16,8,2.899596333423527,0,1,6,1,1.0,0.0
257,ACH-000009,SF3B1,10,-1.055715261881868,0.16,8,0.8957152618818679,0,1,7,0,1.0,0.6068890252541419
258,ACH-001990,CRNKL1,14,-1.5469260311728112,0.16,8,1.3869260311728113,0,1,7,0,1.0,0.0
259,ACH-000978,TRRAP,4,-1.847826594010322,0.25999999999999995,13,1.587826594010322,0,1,12,0,1.0,0.0
260,ACH-000697,UPF2,10,-1.229617167154594,0.16,8,1.069617167154594,0,2,6,0,1.0,0.0
261,ACH-000469,CNOT3,11,-2.1772186040134383,0.16,8,2.017218604013438,0,1,7,0,1.0,0.0
262,ACH-000356,TRAPPC8,9,-1.563860960484176,0.16,8,1.403860960484176,0,1,7,0,1.0,0.0
263,ACH-000128,DHX15,7,-1.266866410701883,0.19999999999999998,10,1.066866410701883,0,1,9,0,1.0,0.0
264,ACH-000376,WTAP,14,-0.8072069700620043,0.16,8,0.6472069700620042,0,1,7,0,1.0,0.0
265,ACH-001791,TRRAP,0,-1.4265276634465414,0.16,8,1.2665276634465414,0,1,7,0,1.0,0.0
266,ACH-000435,MTOR,11,-1.6035750567500564,0.16,8,1.4435750567500565,0,1,7,0,1.0,0.0
267,ACH-003590,BRD4,1,-1.1855283215059078,0.32,16,0.8655283215059077,0,1,15,0,1.0,0.0
268,ACH-000859,RAC1,6,-1.0335510545448623,0.21999999999999997,11,0.8135510545448623,0,1,10,0,1.0,0.0
269,ACH-001618,BRD4,1,-0.8486162521206322,0.19999999999999998,10,0.6486162521206322,0,2,8,0,1.0,0.011981518661522528
270,ACH-001211,RAC1,10,-0.8273290011729605,0.16,8,0.6673290011729605,0,1,7,0,1.0,0.18588441197235517
271,ACH-000302,PIK3CA,14,-0.5819885007486117,0.32,16,0.26198850074861174,0,2,14,0,1.0,0.2000257618737079
272,ACH-002142,SRSF2,15,-2.319153720515064,0.16,8,2.159153720515064,0,1,6,1,1.0,0.0
273,ACH-000907,ERCC2,10,-0.6246227229679975,0.16,8,0.46462272296799745,0,1,7,0,1.0,0.944449550822732
274,ACH-000961,TACC3,15,-0.866141757914493,0.21999999999999997,11,0.646141757914493,0,2,9,0,1.0,0.0
275,ACH-000550,CNOT1,6,-0.3175470236085977,0.21999999999999997,11,0.09754702360859774,0,1,10,0,1.0,1.4738474908173667
276,ACH-001054,SETD2,11,-0.2402057922171213,0.32,16,-0.07979420778287871,0,2,14,0,1.0,0.37527532013548043
277,ACH-000191,DHX15,11,-1.3966815229867822,0.16,8,1.2366815229867822,0,1,6,1,1.0,0.0
278,ACH-002019,PTPN11,0,-1.2313976273812193,0.21999999999999997,11,1.0113976273812193,0,2,9,0,1.0,0.0
279,ACH-002043,SMARCB1,2,-0.7603505962053315,0.3,15,0.46035059620533153,0,1,14,0,1.0,0.6057411683932229
280,ACH-001699,MTOR,5,-1.1981858680989297,0.23999999999999996,12,0.9581858680989297,0,1,11,0,1.0,0.0
281,ACH-000664,RAC1,13,-0.123407723948213,0.16,8,-0.036592276051787,0,1,7,0,1.0,0.9460935659607139
282,ACH-001618,RARS2,9,-0.4167681012428161,0.16,8,0.2567681012428161,0,1,7,0,1.0,0.4021638704157949
283,ACH-001205,NDUFS1,13,-0.5726587414853337,0.32,16,0.2526587414853337,0,2,14,0,1.0,0.03185829267650797
284,ACH-000302,GAR1,6,-0.7763298726216115,0.21999999999999997,11,0.5563298726216115,0,1,10,0,1.0,0.0
285,ACH-000630,MTOR,5,-1.7933372101985046,0.23999999999999996,12,1.5533372101985046,0,1,11,0,1.0,0.0
286,ACH-000422,RAC1,14,-0.8775064854859237,0.16,8,0.7175064854859237,0,1,7,0,1.0,0.2615735599920216
287,ACH-000753,CNOT3,0,-1.354825413594941,0.18,9,1.174825413594941,0,1,8,0,1.0,0.0
288,ACH-000223,SMC4,10,-1.256638579542052,0.16,8,1.0966385795420521,0,1,6,1,1.0,0.0
289,ACH-001307,KIF18A,10,-0.927027572618546,0.16,8,0.7670275726185459,0,1,7,0,1.0,0.0
290,ACH-000550,ZNF407,10,-0.6176642884946315,0.16,8,0.4576642884946315,0,1,7,0,1.0,0.0
291,ACH-001211,ERCC3,3,-1.17220904254185,0.3,15,0.87220904254185,0,2,13,0,1.0,0.0
292,ACH-002019,TRAPPC8,7,-1.615866038522634,0.18,9,1.435866038522634,0,0,9,0,1.0,0.0
293,ACH-000978,MTOR,9,-1.542688867535435,0.16,8,1.3826888675354352,0,1,7,0,1.0,0.0
294,ACH-001431,CCND1,11,-2.4711001420007466,0.16,8,2.3111001420007464,0,1,5,2,1.0,0.0
295,ACH-001038,CNOT3,12,-1.3268202617428937,0.16,8,1.1668202617428938,0,1,6,1,1.0,0.0
296,ACH-000502,KIF18A,3,-2.127090138907641,0.27999999999999997,14,1.8470901389076408,0,1,13,0,1.0,0.0
297,ACH-000859,SON,14,-1.118982381019714,0.16,8,0.9589823810197139,0,1,6,1,1.0,0.0
298,ACH-000676,CNOT3,12,-1.5407678769382538,0.16,8,1.3807678769382539,0,1,7,0,1.0,0.0
299,ACH-000334,CNOT1,9,-0.5263504862975193,0.16,8,0.3663504862975193,0,1,7,0,1.0,0.022866424985546918
300,ACH-000290,BMPR1A,11,-0.8569196091599405,0.38000000000000006,19,0.4769196091599404,0,3,16,0,1.0,0.0
301,ACH-000907,XPO1,0,-2.440492335859477,0.16,8,2.280492335859477,0,1,7,0,1.0,0.0
302,ACH-000172,NUP93,9,-2.1105013230015954,0.16,8,1.9505013230015955,0,1,7,0,1.0,0.0
303,ACH-000009,ACTB,3,-1.614422132552867,0.27999999999999997,14,1.334422132552867,0,1,13,0,1.0,0.0
304,ACH-000223,RFC5,9,-1.4163512640238307,0.16,8,1.2563512640238308,0,1,7,0,1.0,0.0
305,ACH-000469,CENPN,14,-1.9598141743505968,0.16,8,1.7998141743505969,0,1,4,3,1.0,0.0
306,ACH-003590,CCND3,15,-1.0910746944193848,0.16,8,0.9310746944193847,0,1,7,0,1.0,0.5778936869556535
307,ACH-000128,UPF2,14,-0.9152107486436456,0.16,8,0.7552107486436456,0,1,7,0,1.0,0.20344501255083802
308,ACH-000244,PTPN11,11,-1.4996855176741657,0.16,8,1.3396855176741658,0,1,7,0,1.0,0.0
309,ACH-000541,CCND1,10,-0.5497734068471652,0.18,9,0.36977340684716525,0,1,8,0,1.0,0.001280286787460727
310,ACH-002705,KRAS,15,-0.8988283422520509,0.16,8,0.7388283422520509,0,1,4,3,1.0,0.0
311,ACH-000202,SMC5,11,-1.020935651426146,0.16,8,0.860935651426146,0,2,6,0,1.0,0.0
312,ACH-000637,POLE,13,-1.5224316606791557,0.16,8,1.3624316606791558,0,1,7,0,1.0,0.0
313,ACH-000223,CENPN,9,-1.4703349274638204,0.16,8,1.3103349274638205,0,1,7,0,1.0,0.3994796715472695
314,ACH-000148,BAP1,8,-0.602985711338524,0.27999999999999997,14,0.322985711338524,0,1,13,0,1.0,0.0
315,ACH-000541,ARID2,3,-0.9427868307280024,0.32,16,0.6227868307280024,0,1,15,0,1.0,0.0
316,ACH-002142,DIS3,1,-0.6575383990881826,0.32,16,0.33753839908818256,0,1,15,0,1.0,0.03961856885965931
317,ACH-000907,CHD4,15,-1.24410835334737,0.16,8,1.08410835334737,0,1,7,0,1.0,0.0
318,ACH-000403,ICE1,14,-0.7786086124212264,0.16,8,0.6186086124212263,0,1,7,0,1.0,0.41949584775317694
319,ACH-001038,MED12,15,-0.655202501470544,0.27999999999999997,14,0.37520250147054407,0,1,13,0,1.0,1.8867014806444995
320,ACH-000552,CHD4,12,-1.8882197573101007,0.16,8,1.7282197573101008,0,1,5,2,1.0,0.0
321,ACH-001702,PCBP1,7,-1.3260784945729087,0.21999999999999997,11,1.1060784945729087,0,2,9,0,1.0,0.0
322,ACH-001205,XPO1,13,-2.407398443438744,0.36000000000000004,18,2.047398443438744,0,2,9,7,1.0,0.0
323,ACH-000146,SMARCB1,15,-1.1805351735325198,0.16,8,1.0205351735325199,0,1,7,0,1.0,0.4898395152377959
324,ACH-002400,CHD4,15,-1.1249008622581906,0.16,8,0.9649008622581906,0,1,6,1,1.0,0.0
325,ACH-001699,CHD4,2,-0.9520272559372712,0.3,15,0.6520272559372713,0,1,14,0,1.0,0.0
326,ACH-002055,BRCA2,15,-0.3205462460152229,0.21999999999999997,11,0.10054624601522294,0,2,9,0,0.0,0.691030326699569
327,ACH-000302,XPO1,5,-2.421175567123929,0.23999999999999996,12,2.1811755671239292,0,1,11,0,1.0,0.0
328,ACH-000630,MYC,13,-2.432113019011849,0.16,8,2.272113019011849,0,1,7,0,1.0,0.0
329,ACH-001431,RICTOR,5,-0.592385367542302,0.32,16,0.27238536754230197,0,1,15,0,1.0,0.0
330,ACH-000128,CRNKL1,10,-1.6834156250758887,0.16,8,1.5234156250758888,0,1,6,1,1.0,0.0
331,ACH-000188,ERCC2,6,-1.5416452695203708,0.21999999999999997,11,1.3216452695203709,0,1,10,0,1.0,0.0
332,ACH-002400,VHL,12,-0.6230783405892883,0.16,8,0.4630783405892883,0,1,7,0,1.0,0.5970943398294737
333,ACH-000191,VHL,10,-0.946293224656484,0.16,8,0.786293224656484,0,1,7,0,1.0,0.0
334,ACH-000371,ACTB,11,-0.9870218421284892,0.16,8,0.8270218421284892,0,1,7,0,1.0,0.27002948225649204
335,ACH-000663,TRRAP,13,-1.397728019728214,0.16,8,1.2377280197282141,0,1,7,0,1.0,0.0
336,ACH-000552,SMC5,15,-0.398086936221677,0.16,8,0.238086936221677,0,1,7,0,1.0,1.268983987357178
337,ACH-001528,DHX15,10,-1.4627475284546836,0.16,8,1.3027475284546837,0,1,6,1,1.0,0.0
338,ACH-000391,OXA1L,4,-0.6987808123764767,0.27999999999999997,14,0.41878081237647674,0,1,13,0,1.0,0.0
339,ACH-001737,MAX,11,-1.2228439058316187,0.16,8,1.0628439058316188,0,1,7,0,1.0,0.0
340,ACH-000146,CNOT3,15,-2.0548312020841286,0.16,8,1.8948312020841287,0,1,6,1,1.0,0.0
341,ACH-001502,KIF18A,5,-1.618802021524259,0.23999999999999996,12,1.378802021524259,0,1,11,0,1.0,0.0
342,ACH-000444,MTOR,13,-1.6440050261881856,0.16,8,1.4840050261881856,0,1,7,0,1.0,0.0
343,ACH-001038,ZNF407,1,-1.045255806081216,0.32,16,0.725255806081216,0,1,15,0,1.0,0.0
344,ACH-000753,TRRAP,8,-2.036753697588105,0.18,9,1.8567536975881052,0,1,8,0,1.0,0.0
345,ACH-001038,CDK4,5,-2.687021124460565,0.23999999999999996,12,2.4470211244605653,0,1,11,0,1.0,0.0
346,ACH-002693,SMC5,8,-0.623777338374664,0.18,9,0.443777338374664,0,1,8,0,1.0,0.2910336071920968
347,ACH-000417,NUP93,9,-1.6587565540752267,0.16,8,1.4987565540752268,0,1,7,0,1.0,0.0
348,ACH-000030,KRAS,7,-0.2064547584480747,0.19999999999999998,10,0.006454758448074721,0,1,9,0,1.0,0.9441897649962703
349,ACH-000444,POLE,14,-1.3529790160306836,0.16,8,1.1929790160306837,0,1,7,0,1.0,2.1711675285421945
350,ACH-000502,VHL,15,-1.138423730750315,0.16,8,0.9784237307503151,0,1,7,0,1.0,0.0
351,ACH-001737,RARS2,12,0.5486840891573597,0.16,8,-0.7086840891573597,0,1,7,0,1.0,1.282860466614702
352,ACH-000011,XRCC5,11,-1.0605718970105833,0.16,8,0.9005718970105833,0,1,7,0,1.0,1.0966107948017136
353,ACH-000142,MYH9,10,-0.6670768835604642,0.16,8,0.5070768835604642,0,1,7,0,1.0,0.38335685355845317
354,ACH-000953,KRAS,4,-0.2786734094502083,0.27999999999999997,14,-0.001326590549791673,0,2,12,0,1.0,0.7986474644141242
355,ACH-000144,OXA1L,4,-0.9504433584451258,0.27999999999999997,14,0.6704433584451259,0,1,13,0,1.0,1.6988815464266729
356,ACH-002043,MAX,8,-0.8032542962939921,0.16,8,0.6432542962939921,0,0,8,0,1.0,1.0596227928475799
357,ACH-000191,TRRAP,13,-2.1937241597929,0.16,8,2.0337241597928997,0,1,7,0,1.0,0.0
358,ACH-000630,DHX15,14,-1.3717251089312752,0.16,8,1.2117251089312753,0,1,7,0,1.0,0.29968950872314193
359,ACH-000144,ACTB,10,-0.4518179481886766,0.16,8,0.29181794818867657,0,1,7,0,1.0,0.49862541025644924
360,ACH-001205,TRRAP,11,-1.7638504357100802,0.16,8,1.6038504357100802,0,1,6,1,1.0,0.0
361,ACH-000011,EIF2B3,13,-1.5605418866835776,0.16,8,1.4005418866835777,0,1,5,2,1.0,0.0
362,ACH-000376,H3-3A,9,-0.9315790752634212,0.16,8,0.7715790752634212,0,1,7,0,1.0,0.0
363,ACH-000502,BRCA1,10,-0.4845320934509532,0.23999999999999996,12,0.24453209345095325,0,2,10,0,1.0,0.8609370221009862
364,ACH-000845,MYH9,2,-0.5257972349571396,0.3,15,0.2257972349571396,0,1,14,0,1.0,0.011680729669339529
365,ACH-002291,DIS3,9,-0.6683102447972783,0.16,8,0.5083102447972783,0,1,7,0,1.0,0.49113399088865195
366,ACH-000697,SMC4,10,-1.4503283053147895,0.16,8,1.2903283053147896,0,1,6,1,1.0,0.0
367,ACH-000478,TRRAP,15,-1.1618387514139752,0.16,8,1.0018387514139753,0,1,7,0,1.0,0.23835854715494031
368,ACH-001990,TRRAP,6,-1.3757001150634385,0.21999999999999997,11,1.1557001150634385,0,1,10,0,1.0,0.0
369,ACH-002043,TACC3,11,-0.7769149590359027,0.16,8,0.6169149590359027,0,1,7,0,1.0,0.0
370,ACH-001205,CHD4,0,-0.972324423402852,0.18,9,0.7923244234028519,0,1,8,0,1.0,0.0
371,ACH-000142,UPF2,0,-0.9476664997345342,0.16,8,0.7876664997345342,0,1,7,0,1.0,1.6400970722252084
372,ACH-001990,TRRAP,13,-1.3757001150634385,0.16,8,1.2157001150634386,0,1,7,0,1.0,0.0
373,ACH-000697,XPO1,11,-1.6673873371808343,0.16,8,1.5073873371808344,0,1,6,1,1.0,0.0
374,ACH-000444,EIF1AX,2,-2.354845382639139,0.3,15,2.0548453826391393,0,1,14,0,1.0,0.0
375,ACH-000478,H3-3A,10,-1.796293839012677,0.16,8,1.636293839012677,0,1,6,1,1.0,0.0
376,ACH-000172,SMC5,14,-0.4503075427951832,0.16,8,0.2903075427951832,0,1,7,0,1.0,2.2115956364695615
377,ACH-000550,CENPN,9,-1.1293171524185677,0.16,8,0.9693171524185676,0,1,7,0,1.0,0.0
378,ACH-001211,BAP1,10,-0.4974562811917124,0.21999999999999997,11,0.27745628119171245,0,2,9,0,1.0,0.11331888585377375
379,ACH-000144,MTOR,11,-1.3622163200557744,0.16,8,1.2022163200557745,0,1,6,1,1.0,0.0
380,ACH-000435,CHD4,7,-0.8909787367541944,0.19999999999999998,10,0.6909787367541944,0,1,9,0,1.0,0.026072396795295605
381,ACH-000766,NCAPD2,8,-1.3238624859228776,0.18,9,1.1438624859228776,0,1,8,0,1.0,0.0
382,ACH-001303,ICE1,6,-0.9200903953071716,0.21999999999999997,11,0.7000903953071717,0,1,10,0,1.0,0.02053469764148319
383,ACH-000302,STIL,11,-0.7643687217233328,0.27999999999999997,14,0.48436872172333284,0,1,13,0,1.0,0.13532478559775662
384,ACH-000469,DHX15,11,-1.5446560441003605,0.16,8,1.3846560441003606,0,1,7,0,1.0,0.0
385,ACH-000663,KIF18A,11,-0.7112597767699298,0.16,8,0.5512597767699298,0,1,6,1,1.0,0.0
386,ACH-001307,SMARCB1,0,-0.4811371921948116,0.18,9,0.3011371921948116,0,1,8,0,1.0,1.3105486567533426
387,ACH-000502,ERCC3,11,-1.0699528030155303,0.16,8,0.9099528030155303,0,1,7,0,1.0,0.11249611970789442
388,ACH-000655,XRCC5,2,-1.2313597235540008,0.3,15,0.9313597235540008,0,1,14,0,1.0,0.0
389,ACH-000123,PIM1,5,-0.5807937351884301,0.4200000000000001,21,0.16079373518843004,0,5,16,0,1.0,0.0
390,ACH-000541,SF3B1,9,-0.6682626646894673,0.16,8,0.5082626646894672,0,1,7,0,1.0,0.42601709862072557
391,ACH-000663,PIK3CA,2,-0.3300945871252385,0.32,16,0.010094587125238474,0,2,14,0,1.0,0.35443918278843306
392,ACH-000144,CTCF,13,-1.895149284336,0.16,8,1.7351492843360001,0,1,7,0,1.0,0.0
393,ACH-001307,GAR1,14,-0.4099386256698069,0.21999999999999997,11,0.1899386256698069,0,1,10,0,1.0,0.9929443626397197
394,ACH-000030,CNOT1,10,-0.6097122780807527,0.16,8,0.44971227808075265,0,1,7,0,1.0,0.7998949550522683
395,ACH-000697,CNOT1,15,-0.8087231225978299,0.16,8,0.6487231225978298,0,1,7,0,1.0,0.8586642145830045
396,ACH-000655,OXA1L,3,-0.9330412773991744,0.3,15,0.6330412773991745,0,2,13,0,1.0,0.0
397,ACH-000581,CNOT3,12,-1.44842304137105,0.18,9,1.26842304137105,1,2,4,2,1.0,0.2606139027576644
398,ACH-000403,CTCF,10,-1.646819720242955,0.16,8,1.4868197202429552,0,2,6,0,1.0,0.0
399,ACH-000478,ERCC2,10,-0.6465724728212822,0.16,8,0.48657247282128213,0,1,7,0,1.0,0.27201160711265304
400,ACH-002693,H3-3A,14,-1.044131652201038,0.16,8,0.884131652201038,0,1,2,5,1.0,0.0072622373322048794
401,ACH-000422,VHL,6,-1.2207903308444144,0.23999999999999996,12,0.9807903308444144,0,2,10,0,1.0,1.0458260102198518
402,ACH-000223,H3-3A,9,-2.2557507781121835,0.16,8,2.0957507781121834,0,1,7,0,1.0,0.0
403,ACH-000961,PPP2R1A,0,-1.5431502034141018,0.16,8,1.3831502034141019,0,1,7,0,1.0,0.0
404,ACH-000005,MYC,8,-2.5642218186376686,0.16,8,2.4042218186376685,0,0,8,0,1.0,0.0
405,ACH-000552,ACTB,0,-0.6741882291512973,0.19999999999999998,10,0.4741882291512973,0,2,8,0,1.0,0.31127865000115273
406,ACH-001737,SF3B1,12,-0.7187099201397293,0.16,8,0.5587099201397293,0,1,7,0,1.0,0.3344633044754328
407,ACH-000148,ERCC2,15,-0.944590332928791,0.16,8,0.784590332928791,0,1,7,0,1.0,0.0
408,ACH-000005,DIS3,10,-0.9530770090055544,0.16,8,0.7930770090055543,0,1,7,0,1.0,0.0
409,ACH-002043,SMARCB1,9,-0.7603505962053315,0.16,8,0.6003505962053315,0,1,7,0,1.0,0.4393858391862856
410,ACH-000845,UPF2,1,-0.8922173311760593,0.32,16,0.5722173311760592,0,1,15,0,1.0,0.0
411,ACH-000191,TRRAP,15,-2.1937241597929,0.16,8,2.0337241597928997,0,1,3,4,1.0,0.0
412,ACH-000376,TRAPPC8,3,-1.6118454091235512,0.3,15,1.3118454091235512,0,2,13,0,1.0,0.0
413,ACH-001307,SMARCB1,10,-0.4811371921948116,0.16,8,0.3211371921948116,0,1,7,0,1.0,1.0424118143320926
414,ACH-000961,MYC,0,-1.3782879047956555,0.16,8,1.2182879047956556,0,1,7,0,1.0,0.0
415,ACH-000478,MYC,15,-1.2998424309494756,0.16,8,1.1398424309494757,0,1,7,0,1.0,0.7705554316453198
416,ACH-000356,EIF2B3,11,-1.626605514257064,0.16,8,1.466605514257064,0,1,5,2,1.0,0.0
417,ACH-002705,POLE,9,-1.5686612526663353,0.16,8,1.4086612526663354,0,1,7,0,1.0,0.0
418,ACH-000915,PPP2R1A,9,-1.7356782634207226,0.16,8,1.5756782634207227,0,1,7,0,1.0,0.0
419,ACH-000403,DHX15,5,-1.288665081221548,0.23999999999999996,12,1.0486650812215481,0,1,11,0,1.0,0.0
420,ACH-000123,RHOA,6,-0.614965797707426,0.21999999999999997,11,0.394965797707426,0,1,10,0,1.0,0.051016605995769404
421,ACH-000630,KIF18A,5,-1.2620155656620788,0.23999999999999996,12,1.0220155656620789,0,1,11,0,1.0,0.0
422,ACH-000290,KIF18A,7,-0.9915445417629812,0.19999999999999998,10,0.7915445417629813,0,1,9,0,1.0,1.0529766569824535
423,ACH-000915,DICER1,12,-0.7607768348204067,0.18,9,0.5807768348204068,0,1,8,0,1.0,0.7474070650841085
424,ACH-000390,SON,10,-0.7197441403167204,0.16,8,0.5597441403167204,0,2,6,0,1.0,0.0
425,ACH-001211,KIF14,12,-0.7625448015414563,0.19999999999999998,10,0.5625448015414564,0,2,8,0,1.0,0.5083159906723246
426,ACH-000244,BAP1,11,-1.1763938042629518,0.3,15,0.8763938042629518,0,1,14,0,1.0,0.0
427,ACH-000978,TRRAP,15,-1.847826594010322,0.16,8,1.687826594010322,0,1,7,0,1.0,0.0
428,ACH-000663,CCND1,7,-3.103560638796876,0.19999999999999998,10,2.903560638796876,0,1,9,0,1.0,0.0
429,ACH-000334,SMC4,6,-0.6457360141696687,0.21999999999999997,11,0.4257360141696688,0,1,10,0,1.0,0.0
430,ACH-000845,XRCC5,0,-0.7248479296200407,0.16,8,0.5648479296200407,0,1,7,0,1.0,0.15999761478332053
431,ACH-002142,CNOT3,11,-1.4670365584860336,0.16,8,1.3070365584860337,0,1,5,2,1.0,0.0
432,ACH-000978,TRAPPC8,8,-1.5037952065962528,0.18,9,1.3237952065962528,0,1,8,0,1.0,0.0
433,ACH-001307,TRAPPC8,15,-1.3089310433622212,0.16,8,1.1489310433622213,0,1,7,0,1.0,0.0
434,ACH-000753,PPP2R1A,0,-1.3419161986911956,0.16,8,1.1819161986911957,0,2,6,0,1.0,0.0
435,ACH-000478,RICTOR,13,-0.7215064771589351,0.32,16,0.4015064771589351,0,1,15,0,1.0,0.0
436,ACH-002705,VHL,15,-1.1865831608370572,0.16,8,1.0265831608370573,0,1,7,0,1.0,0.0
437,ACH-000550,MTOR,8,-2.0080034458755085,0.16,8,1.8480034458755086,0,0,8,0,1.0,0.0
438,ACH-000953,PALB2,8,-0.1611356667397191,0.36000000000000004,18,-0.19886433326028094,0,3,15,0,1.0,0.6091087562265436
439,ACH-000581,MTOR,14,-1.1039078146653911,0.16,8,0.9439078146653911,0,1,7,0,1.0,0.0
440,ACH-000627,DIS3,1,-0.627581971560534,0.32,16,0.30758197156053396,0,1,15,0,1.0,0.21017099690182928
441,ACH-000202,MTOR,9,-1.4132547706358012,0.16,8,1.2532547706358013,0,1,7,0,1.0,0.0
442,ACH-001307,POLE,7,-1.4151205314619717,0.21999999999999997,11,1.1951205314619717,0,2,9,0,1.0,0.0
443,ACH-002055,SRSF2,5,-3.1128902242798757,0.23999999999999996,12,2.872890224279876,0,1,11,0,1.0,0.0
444,ACH-003590,XPO1,5,-2.209764990446839,0.23999999999999996,12,1.969764990446839,0,1,11,0,1.0,0.0
445,ACH-000323,PDCD6IP,9,-0.2687973117911522,0.32,16,-0.051202688208847824,0,1,15,0,1.0,0.6072517411796703
446,ACH-000381,RARS2,1,-0.6781950605230397,0.32,16,0.3581950605230397,0,1,15,0,1.0,0.17522596540090662
447,ACH-000417,MAX,11,-0.878235195150337,0.16,8,0.718235195150337,0,1,6,1,1.0,0.0
448,ACH-000030,CNOT1,0,-0.6097122780807527,0.32,16,0.28971227808075267,0,2,14,0,1.0,0.5002867359791501
449,ACH-000202,ACTB,10,-0.5450678241591453,0.27999999999999997,14,0.26506782415914537,0,2,12,0,1.0,0.0638617656058087
450,ACH-000191,EIF2B3,4,-1.0265003306509688,0.25999999999999995,13,0.7665003306509688,0,1,12,0,1.0,0.10561516395403436
451,ACH-000422,ZNHIT6,14,-0.5821845078225134,0.16,8,0.4221845078225134,0,1,7,0,1.0,0.14482471138166875
452,ACH-000718,ACTB,12,-0.9924953555052118,0.16,8,0.8324953555052118,0,1,7,0,1.0,0.0
453,ACH-000371,BAP1,7,-0.6933306462205783,0.3,15,0.3933306462205783,0,1,14,0,1.0,0.14659938387161187
454,ACH-000302,ERCC3,13,-0.995778728081366,0.16,8,0.835778728081366,0,1,7,0,1.0,0.0
455,ACH-000272,XPO1,15,-2.52267570082892,0.16,8,2.3626757008289196,0,1,7,0,1.0,0.0
456,ACH-000403,CNOT3,15,-1.855639169802558,0.16,8,1.6956391698025581,0,1,5,2,1.0,0.0
