episode_id,cell_line_id,selected_gene,selected_index,selected_dependency,query_cost,n_queries,total_reward,n_query_cna,n_query_damaging_mutation,n_query_expression,n_query_hotspot_mutation,hit_at_k,dependency_regret
75,ACH-000391,XPO1,15,-2.1431936986674085,0.16,8,1.9831936986674086,0,1,4,3,1.0,0.0
76,ACH-000581,SON,14,-1.1742886265177634,0.16,8,1.0142886265177635,0,1,7,0,1.0,0.0
77,ACH-000381,PCBP1,15,-1.9453172367653624,0.16,8,1.7853172367653625,0,1,7,0,1.0,0.0
78,ACH-000323,CNOT3,3,-1.127900538692534,0.27999999999999997,14,0.847900538692534,0,1,13,0,1.0,0.0
79,ACH-001431,H3-3A,7,-1.8761008227514728,0.19999999999999998,10,1.6761008227514729,0,1,9,0,1.0,0.0
80,ACH-000172,PIK3CA,6,-0.552916610727439,0.32,16,0.23291661072743902,0,1,15,0,1.0,0.0
81,ACH-000334,EIF2B3,11,-1.221313985194537,0.16,8,1.061313985194537,0,1,5,2,1.0,0.0
82,ACH-000637,MAX,0,-0.6871265780460886,0.19999999999999998,10,0.4871265780460886,0,2,8,0,1.0,0.6356951553335227
83,ACH-001699,BRD4,11,-1.038241485242819,0.16,8,0.878241485242819,0,1,7,0,1.0,0.12599595674040054
84,ACH-000202,RGP1,10,-0.5297067144130937,0.3,15,0.2297067144130937,0,2,13,0,1.0,0.4183906899929223
85,ACH-001737,DHX15,13,-1.364271847635642,0.16,8,1.204271847635642,0,1,6,1,1.0,0.0
86,ACH-000469,KIF18A,12,-1.815862000935063,0.16,8,1.655862000935063,0,1,5,2,1.0,0.0
87,ACH-000188,SF3B1,15,-1.2105053183985688,0.16,8,1.0505053183985689,0,1,7,0,1.0,0.0
88,ACH-000766,CENPN,13,-0.4991884124302624,0.16,8,0.33918841243026243,0,1,5,2,1.0,2.2192569348349025
89,ACH-000188,SMC5,4,-0.4687544077537333,0.27999999999999997,14,0.1887544077537333,0,2,12,0,1.0,1.1150851424857826
90,ACH-002400,ERCC2,9,-1.362424418856379,0.16,8,1.202424418856379,0,1,7,0,1.0,0.0
91,ACH-000030,PPP2R1A,0,-1.054262768110123,0.16,8,0.8942627681101231,0,2,6,0,1.0,0.0
92,ACH-001205,XPO1,7,-2.407398443438744,0.19999999999999998,10,2.207398443438744,0,1,9,0,1.0,0.0
93,ACH-000961,SMC5,1,-0.8364779839093371,0.32,16,0.5164779839093372,0,1,15,0,1.0,0.02989096424399651
94,ACH-000403,CNOT9,6,-0.4864143803308227,0.27999999999999997,14,0.2064143803308227,0,2,12,0,1.0,0.26520281751242175
95,ACH-000381,NCAPD2,3,-1.2298681943853993,0.27999999999999997,14,0.9498681943853993,0,1,13,0,1.0,0.01096511692895108
96,ACH-000676,EIF2B3,5,-1.4657281077736102,0.25999999999999995,13,1.2057281077736102,0,2,11,0,1.0,0.0
97,ACH-001038,NCAPD2,2,-1.5105234142713149,0.3,15,1.2105234142713148,0,1,14,0,1.0,0.0
98,ACH-000961,DHX15,9,-1.3504002601545897,0.16,8,1.1904002601545898,0,1,7,0,1.0,0.0
99,ACH-001054,SON,2,-0.8184525253127403,0.3,15,0.5184525253127403,0,1,14,0,1.0,0.0
100,ACH-000381,RFC5,5,-1.3096870223151686,0.23999999999999996,12,1.0696870223151687,0,1,11,0,1.0,0.0
101,ACH-001303,ERCC3,12,-1.0097211830318986,0.16,8,0.8497211830318986,0,1,7,0,1.0,0.0
102,ACH-001528,XPO1,0,-2.018717148911429,0.16,8,1.8587171489114291,0,1,7,0,1.0,0.0
103,ACH-000550,CCND1,14,-1.0204893431461897,0.16,8,0.8604893431461896,0,1,5,2,1.0,0.11275197783713331
104,ACH-000391,DHX15,11,-1.1974874047851325,0.16,8,1.0374874047851326,0,1,6,1,1.0,0.0
105,ACH-000444,POLE,11,-1.3529790160306836,0.16,8,1.1929790160306837,0,1,6,1,1.0,0.0
106,ACH-000191,ZNF407,13,-0.6958175122935516,0.16,8,0.5358175122935516,0,1,7,0,1.0,0.1521067880034822
107,ACH-000766,STIL,9,-0.1852255876574578,0.3,15,-0.11477441234254218,0,1,14,0,1.0,0.7042095629007656
108,ACH-000148,DHPS,4,-0.8668816127202098,0.25999999999999995,13,0.6068816127202099,0,1,12,0,1.0,0.0
109,ACH-000005,SMC5,13,-0.7014685472898775,0.16,8,0.5414685472898775,0,1,7,0,1.0,1.3515039508013391
110,ACH-000959,SMC4,8,-1.9331370106992645,0.16,8,1.7731370106992645,0,0,8,0,1.0,0.0
111,ACH-003590,SON,14,-0.3815868384945261,0.16,8,0.22158683849452612,0,1,6,1,1.0,0.42635092962705756
112,ACH-001205,MED12,1,-0.5203130045873364,0.32,16,0.20031300458733642,0,1,15,0,1.0,0.11561046633683025
113,ACH-000290,H3-3A,4,-1.96625739722954,0.25999999999999995,13,1.70625739722954,0,1,12,0,1.0,0.0
114,ACH-000244,CNOT3,10,-1.5840810856142795,0.16,8,1.4240810856142796,0,1,7,0,1.0,0.0
115,ACH-000697,RARS2,11,-1.0180795361361437,0.16,8,0.8580795361361436,0,1,7,0,1.0,0.0
116,ACH-002693,CDK4,14,-0.9338965681553324,0.16,8,0.7738965681553324,0,1,7,0,1.0,0.6575648699207397
117,ACH-000146,CCND3,5,-1.4872620975141917,0.23999999999999996,12,1.2472620975141917,0,1,11,0,1.0,0.0
118,ACH-000697,ICE1,11,-0.8855984406764326,0.16,8,0.7255984406764325,0,1,7,0,1.0,0.21750311588035043
119,ACH-000541,WTAP,13,-0.8929179281952293,0.18,9,0.7129179281952294,0,1,8,0,1.0,0.03366146988745189
120,ACH-000435,PCBP1,7,-1.2144197430446797,0.19999999999999998,10,1.0144197430446797,0,1,9,0,1.0,0.0
121,ACH-000444,NCAPD2,9,-0.9101675378565698,0.16,8,0.7501675378565698,0,1,7,0,1.0,0.0
122,ACH-000550,ACTB,6,-0.4093304546178296,0.21999999999999997,11,0.1893304546178296,0,1,10,0,1.0,0.46488483913483936
123,ACH-000202,BRD4,13,-0.8724947932001403,0.16,8,0.7124947932001403,0,1,7,0,1.0,0.687880601278654
124,ACH-000630,EIF1AX,12,-1.7184123899316928,0.16,8,1.5584123899316928,0,2,4,2,1.0,0.0
125,ACH-000435,BRCA2,14,0.1137152150797374,0.19999999999999998,10,-0.3137152150797374,0,2,8,0,1.0,1.427523726817634
126,ACH-001547,CDK4,14,-0.8052898946111552,0.16,8,0.6452898946111552,0,1,7,0,1.0,0.10574724058563545
127,ACH-000381,SON,1,-1.3178974419789236,0.32,16,0.9978974419789235,0,1,15,0,1.0,0.0
128,ACH-003590,KIF18A,4,-0.4572071597217676,0.27999999999999997,14,0.17720715972176765,0,2,12,0,1.0,1.4824221829709767
129,ACH-000697,XPO1,9,-1.6673873371808343,0.16,8,1.5073873371808344,0,1,7,0,1.0,0.0
130,ACH-003590,ACTB,2,-0.624993842490314,0.3,15,0.324993842490314,0,1,14,0,1.0,0.1829439256312697
131,ACH-001618,RAC1,7,-0.5196874153108226,0.19999999999999998,10,0.3196874153108227,0,1,9,0,1.0,0.0
132,ACH-002291,SMARCB1,7,-1.5421381081791266,0.19999999999999998,10,1.3421381081791266,0,1,9,0,1.0,0.0
133,ACH-000417,MYH9,15,-0.7893418608096099,0.16,8,0.6293418608096099,0,1,7,0,1.0,0.49314182895928993
134,ACH-000030,ERCC2,4,-1.1273249788982052,0.25999999999999995,13,0.8673249788982051,0,1,12,0,1.0,0.0
135,ACH-000502,KIF18A,15,-2.127090138907641,0.16,8,1.967090138907641,0,1,7,0,1.0,0.0
136,ACH-001737,SF3B1,11,-0.7187099201397293,0.16,8,0.5587099201397293,0,1,6,1,1.0,0.0
137,ACH-000142,WTAP,11,-1.0638638336997115,0.16,8,0.9038638336997115,0,1,7,0,1.0,0.0
138,ACH-000142,PCBP1,15,-1.1112604220968678,0.16,8,0.9512604220968678,0,1,4,3,1.0,0.0
139,ACH-000663,KIF18A,15,-0.7112597767699298,0.16,8,0.5512597767699298,0,1,7,0,1.0,2.0483158897902283
140,ACH-002693,TRRAP,12,-1.4066703765444402,0.16,8,1.2466703765444402,0,1,7,0,1.0,0.26732992998717875
141,ACH-000907,ZNF407,15,-0.8580242296585346,0.16,8,0.6980242296585346,0,1,7,0,1.0,0.0
142,ACH-000191,DIS3,10,-0.8422643321081527,0.16,8,0.6822643321081526,0,1,7,0,1.0,0.6777458043660851
143,ACH-001205,KIF18A,6,-1.3110815341011517,0.21999999999999997,11,1.0910815341011517,0,1,10,0,1.0,0.0
144,ACH-001054,DHX15,14,-1.706423910576649,0.16,8,1.546423910576649,0,1,7,0,1.0,0.0
145,ACH-001054,MAX,7,-1.1230648489770083,0.21999999999999997,11,0.9030648489770083,0,2,9,0,1.0,0.0
146,ACH-000290,CENPN,12,-2.055378645838476,0.16,8,1.8953786458384763,0,1,4,3,1.0,0.0
147,ACH-000637,KRAS,4,-0.4886298252399219,0.25999999999999995,13,0.22862982523992192,0,1,12,0,1.0,0.2163431459760608
148,ACH-000223,CNOT3,15,-2.244543455711284,0.16,8,2.084543455711284,0,1,6,1,1.0,0.0
149,ACH-000202,XPO1,15,-2.4623882885323574,0.16,8,2.302388288532357,0,1,4,3,1.0,0.0
150,ACH-000766,EIF2B3,15,-1.4415745007187497,0.16,8,1.2815745007187498,0,1,5,2,1.0,0.0
151,ACH-000018,CRNKL1,15,-1.3573837037877192,0.16,8,1.1973837037877193,0,1,6,1,1.0,0.0
152,ACH-000552,NUP93,8,-1.988610418135661,0.18,9,1.808610418135661,0,1,8,0,1.0,0.003266681648611325
153,ACH-001791,XPO1,14,-1.731651520438891,0.16,8,1.571651520438891,0,1,7,0,1.0,0.0
154,ACH-000469,SF3B1,15,-1.2587145590675328,0.36000000000000004,18,0.8987145590675327,0,2,11,5,1.0,0.11211471939921269
155,ACH-000469,CTCF,8,-2.08450226416171,0.16,8,1.92450226416171,0,0,8,0,1.0,0.0
156,ACH-000907,KMT2D,15,-0.7279692946491073,0.32,16,0.4079692946491073,0,1,15,0,1.0,0.0
157,ACH-000290,TRRAP,0,-1.4776946644347249,0.16,8,1.317694664434725,0,1,7,0,1.0,0.0
158,ACH-000959,CHD4,0,-0.5894489422781515,0.19999999999999998,10,0.3894489422781515,0,1,9,0,1.0,1.0506805844520053
159,ACH-000403,CCND1,3,-2.4699660093226887,0.27999999999999997,14,2.189966009322689,0,1,13,0,1.0,0.0
160,ACH-000142,EIF2B3,13,-1.241897786052116,0.16,8,1.0818977860521162,0,1,4,3,1.0,0.0
161,ACH-000005,ICE1,15,-1.0828698518243396,0.16,8,0.9228698518243396,0,1,7,0,1.0,0.0
162,ACH-000391,PCBP1,12,-1.7174563987104494,0.16,8,1.5574563987104495,0,1,6,1,1.0,0.0
163,ACH-000961,NUP93,9,-1.1884718497052158,0.16,8,1.0284718497052159,0,1,7,0,1.0,0.0
164,ACH-001791,ACTB,15,-1.3760937816439247,0.16,8,1.2160937816439248,0,1,7,0,1.0,0.0
165,ACH-000390,NCAPD2,11,-0.8384761356812878,0.16,8,0.6784761356812877,0,1,5,2,1.0,0.08251745565145663
166,ACH-000907,H3-3A,5,-1.8302285329313743,0.23999999999999996,12,1.5902285329313743,0,1,11,0,1.0,0.0
167,ACH-000478,UPF2,6,-1.166028748892864,0.21999999999999997,11,0.946028748892864,0,1,10,0,1.0,0.0
168,ACH-000581,TRAPPC8,0,-1.2988476156157187,0.16,8,1.1388476156157188,0,1,7,0,1.0,0.9510808735679328
169,ACH-000581,VHL,2,-0.8644318666771075,0.3,15,0.5644318666771075,0,1,14,0,1.0,0.0
170,ACH-000627,RFC5,11,-1.3416411103375865,0.16,8,1.1816411103375866,0,1,7,0,1.0,0.09386722916229973
171,ACH-003590,BRIP1,10,-1.3714826290137572,0.36000000000000004,18,1.011482629013757,0,3,15,0,1.0,0.0
172,ACH-000417,CDK4,14,-0.3292669218228058,0.16,8,0.1692669218228058,0,1,7,0,1.0,1.3328489331740632
173,ACH-000390,CNOT3,13,-2.093369945836571,0.16,8,1.933369945836571,0,1,7,0,1.0,0.0
174,ACH-002019,SRSF2,9,-2.353075517751252,0.16,8,2.193075517751252,0,1,7,0,1.0,0.0
175,ACH-003590,EEF1A1,11,-2.724452372795984,0.16,8,2.564452372795984,0,1,5,2,1.0,0.0
176,ACH-001303,KIF14,13,-0.7449197283293212,0.25999999999999995,13,0.48491972832932123,0,1,12,0,1.0,0.32944876301460435
177,ACH-002693,PCBP1,4,-1.0777625975916714,0.25999999999999995,13,0.8177625975916714,0,1,12,0,1.0,0.2546857675742211
178,ACH-000959,ERCC3,6,-1.0748707295552438,0.21999999999999997,11,0.8548707295552438,0,1,10,0,1.0,0.0
179,ACH-000403,PCBP1,6,-1.5558466469233587,0.21999999999999997,11,1.3358466469233587,0,1,10,0,1.0,0.5922545613868309
180,ACH-001054,MAX,14,-1.1230648489770083,0.16,8,0.9630648489770083,0,1,7,0,1.0,0.0
181,ACH-000663,CTCF,10,-1.4904973971951645,0.16,8,1.3304973971951646,0,1,7,0,1.0,0.0
182,ACH-000766,SON,5,-1.0561203469987368,0.23999999999999996,12,0.8161203469987368,0,1,11,0,1.0,0.0
183,ACH-001303,ZNF407,5,-0.7818755650231843,0.23999999999999996,12,0.5418755650231843,0,1,11,0,1.0,0.0
184,ACH-001303,NUP93,6,-1.0639610996716418,0.21999999999999997,11,0.8439610996716418,0,1,10,0,1.0,0.0
185,ACH-000961,ACTB,9,-0.6052655879722274,0.16,8,0.4452655879722274,0,1,7,0,1.0,0.13664183862976864
186,ACH-002400,POLE,14,-1.20227724359688,0.16,8,1.0422772435968801,0,1,7,0,1.0,0.0
187,ACH-001618,BAP1,14,-0.4046650600674779,0.25999999999999995,13,0.14466506006747792,0,1,12,0,1.0,0.40239920226339737
188,ACH-000356,H3-3A,5,-1.620465889852731,0.23999999999999996,12,1.380465889852731,0,1,11,0,1.0,0.0
189,ACH-000128,NCAPD2,13,-0.9519928862137184,0.16,8,0.7919928862137183,0,1,7,0,1.0,0.249701329576127
190,ACH-000907,POLE,13,-1.8763408418349936,0.16,8,1.7163408418349937,0,1,7,0,1.0,0.0
191,ACH-000663,XRCC5,15,-0.6614284621896582,0.16,8,0.5014284621896582,1,2,4,1,1.0,0.0
192,ACH-001211,CHD4,15,-0.8154172928318077,0.16,8,0.6554172928318077,0,1,7,0,1.0,0.5655041661335787
193,ACH-000627,CENPN,1,-1.5982953939314108,0.32,16,1.2782953939314108,0,1,15,0,1.0,0.0
194,ACH-000978,CDK4,13,-0.2277122982599185,0.16,8,0.06771229825991851,0,2,5,1,1.0,0.8810272772447176
195,ACH-000030,SON,0,-1.1339276093673196,0.16,8,0.9739276093673196,0,1,7,0,1.0,0.2331809574709438
196,ACH-000323,PPP2R1A,0,-0.898039718989138,0.16,8,0.738039718989138,0,1,7,0,1.0,0.0
197,ACH-000718,SON,3,-1.0569710340092704,0.27999999999999997,14,0.7769710340092704,0,1,13,0,1.0,0.0
198,ACH-000191,ERCC3,9,-0.8501639389452178,0.16,8,0.6901639389452178,0,1,7,0,1.0,0.42910946014115625
199,ACH-000146,VHL,13,-0.7129209945385427,0.16,8,0.5529209945385427,1,1,6,0,1.0,0.0
200,ACH-000018,PPP2R1A,11,-1.104473668713967,0.16,8,0.9444736687139669,0,1,6,1,1.0,0.13415108757310312
201,ACH-000391,XRCC5,4,-1.0061926959527208,0.25999999999999995,13,0.7461926959527208,0,1,12,0,1.0,0.0
202,ACH-002705,SMC4,0,-1.090581893587797,0.16,8,0.9305818935877969,0,1,7,0,1.0,0.0
203,ACH-000753,SRSF2,11,-2.622386782842411,0.16,8,2.462386782842411,0,1,6,1,1.0,0.0
204,ACH-000627,SMARCB1,15,-1.0601014150921129,0.16,8,0.9001014150921128,0,1,7,0,1.0,0.0
205,ACH-002705,EIF2B3,6,-2.019464075578163,0.21999999999999997,11,1.799464075578163,0,1,10,0,1.0,0.0
206,ACH-000391,MED12,12,-0.7786423925269963,0.27999999999999997,14,0.4986423925269963,0,2,12,0,1.0,0.0
207,ACH-000323,XPO1,0,-2.192225090180086,0.16,8,2.032225090180086,0,1,7,0,1.0,0.0
208,ACH-000172,XPO1,12,-2.535784627114957,0.16,8,2.3757846271149567,0,1,6,1,1.0,0.0
209,ACH-000637,PCBP1,11,-1.7660333922038238,0.16,8,1.606033392203824,0,1,5,2,1.0,0.0
210,ACH-002400,BRD4,13,-0.9067531429153438,0.16,8,0.7467531429153438,0,1,7,0,1.0,0.0
211,ACH-000009,ZNHIT6,14,-0.5172517833210968,0.16,8,0.35725178332109675,0,1,7,0,1.0,0.5384634785607711
212,ACH-002693,BRCA1,10,-0.5292292464401429,0.21999999999999997,11,0.30922924644014294,0,2,9,0,1.0,0.33649754044427516
213,ACH-000011,XPO1,14,-2.157182691812297,0.16,8,1.997182691812297,0,1,5,2,1.0,0.0
214,ACH-000552,KIF18A,11,-3.3760423938541426,0.16,8,3.2160423938541425,0,1,6,1,1.0,0.0
215,ACH-001054,CNOT9,10,-0.6117724536292031,0.32,16,0.29177245362920307,0,2,14,0,1.0,0.37895713856411295
216,ACH-000541,XPO1,3,-2.401581211040266,0.3,15,2.101581211040266,0,2,13,0,1.0,0.0
217,ACH-002019,MYC,5,-1.6112932046635795,0.23999999999999996,12,1.3712932046635795,0,1,11,0,1.0,0.0
218,ACH-000959,BRD4,11,-0.6864246958620069,0.16,8,0.5264246958620069,0,1,7,0,1.0,0.7593087940835445
219,ACH-001211,SMC4,9,-1.880001039496648,0.16,8,1.720001039496648,0,1,7,0,1.0,0.0
220,ACH-001791,NCAPD2,6,-1.2249079791554405,0.21999999999999997,11,1.0049079791554405,0,1,10,0,1.0,0.5310291572638339
221,ACH-001307,ZNF407,15,-0.7105808804172491,0.16,8,0.5505808804172491,0,1,7,0,1.0,1.1841882546989373
222,ACH-000011,ERCC3,0,-1.1944846934684392,0.16,8,1.0344846934684393,0,1,7,0,1.0,0.0
223,ACH-000469,MYC,9,-1.704167309567036,0.16,8,1.544167309567036,0,1,7,0,1.0,0.0
224,ACH-001038,ERCC2,8,-0.9830365523045568,0.18,9,0.8030365523045568,0,1,8,0,1.0,1.0185658791805283
225,ACH-000845,ZNF407,10,-0.6422668435597952,0.16,8,0.4822668435597952,0,1,7,0,1.0,0.25592660332277617
226,ACH-001205,MYH9,6,-0.1129081994379621,0.32,16,-0.2070918005620379,0,1,15,0,1.0,0.9455854312840322
