gene_true_rank,n_queries,query_fraction,mean_step,mean_observed_value
1,511,0.10244587008821171,5.62426614481409,1.2507107308568488
2,371,0.0743785084202085,5.0,0.7870127796513693
3,312,0.06255012028869286,4.830128205128205,0.25351670552368166
4,306,0.06134723336006415,4.915032679738562,0.17978453825533733
5,282,0.05653568564554932,4.73758865248227,0.12438584979476186
6,288,0.057738572574178026,4.90625,0.10043850186561523
7,282,0.05653568564554932,4.698581560283688,0.08230698679641724
8,288,0.057738572574178026,4.444444444444445,0.038352387044885666
9,286,0.057337610264635124,4.230769230769231,0.03383217930174439
10,295,0.05914194065757819,5.020338983050848,0.03272294425797329
11,310,0.06214915797914996,4.774193548387097,0.0016071749031348367
12,284,0.05693664795509222,4.71830985915493,-0.005996557086593504
13,303,0.0607457898957498,5.082508250825082,-0.017114804200136377
14,285,0.057137129109863675,4.936842105263158,-0.02934524089984065
15,304,0.06094627105052125,4.884868421052632,-0.0404891701376961
16,281,0.05633520449077787,4.772241992882562,-0.07290917106030527
