episode_id,cell_line_id,selected_gene,selected_index,selected_dependency,query_cost,n_queries,total_reward,n_query_cna,n_query_damaging_mutation,n_query_expression,n_query_hotspot_mutation,hit_at_k,dependency_regret
0,ACH-000417,ERCC3,7,-0.9712048192702762,0.18,9,0.7912048192702763,9,0,0,0,1.0,0.0
1,ACH-000552,KIF18A,6,-3.3760423938541426,0.19999999999999998,10,3.1760423938541424,10,0,0,0,1.0,0.0
2,ACH-000172,CHD4,9,-1.2336927489255478,0.16,8,1.073692748925548,8,0,0,0,1.0,0.0
3,ACH-000422,MYC,9,-2.084482650782212,0.16,8,1.9244826507822121,5,0,3,0,1.0,0.0
4,ACH-000845,CHD4,12,-0.7769531642632684,0.16,8,0.6169531642632684,8,0,0,0,1.0,0.0
5,ACH-000444,SON,14,-0.9604640655212724,0.25999999999999995,13,0.7004640655212724,13,0,0,0,1.0,0.3242509279410546
6,ACH-002055,XPO1,3,-2.371056896549552,0.25999999999999995,13,2.1110568965495524,13,0,0,0,1.0,0.0
7,ACH-000302,EIF1AX,8,-2.678016289084915,0.3,15,2.3780162890849152,7,0,8,0,1.0,0.0
8,ACH-001205,TRAPPC8,10,-1.3488439380027129,0.16,8,1.188843938002713,6,0,2,0,1.0,0.0
9,ACH-001528,RAC1,9,-0.8978636403728549,0.3,15,0.597863640372855,15,0,0,0,1.0,0.0
10,ACH-000478,H3-3A,14,-1.796293839012677,0.16,8,1.636293839012677,7,0,1,0,1.0,0.0
11,ACH-001307,H3-3A,13,-1.1690368672527214,0.16,8,1.0090368672527215,8,0,0,0,1.0,0.0
12,ACH-000959,KIF18A,4,-1.699575166073721,0.23999999999999996,12,1.459575166073721,12,0,0,0,1.0,0.0
13,ACH-000390,EIF1AX,4,-2.3364030014521693,0.23999999999999996,12,2.0964030014521695,12,0,0,0,1.0,0.0
14,ACH-000915,NCAPD2,11,-0.9890518222404616,0.16,8,0.8290518222404616,8,0,0,0,1.0,0.0
15,ACH-000223,EEF1A1,7,-1.2046582010549098,0.18,9,1.02465820105491,9,0,0,0,1.0,0.039902820131023864
16,ACH-000097,VHL,15,-0.5815710650644348,0.27999999999999997,14,0.3015710650644348,14,0,0,0,1.0,0.8106829208789208
17,ACH-000323,EIF1AX,8,-2.2139732514964847,0.16,8,2.0539732514964846,8,0,0,0,1.0,0.0
18,ACH-000172,CCND1,9,-0.9123303606210482,0.16,8,0.7523303606210482,8,0,0,0,1.0,0.0
19,ACH-001702,MAX,11,-0.8335965869592336,0.25999999999999995,13,0.5735965869592337,12,0,1,0,1.0,0.0
20,ACH-000627,MAX,13,-0.826131733153858,0.27999999999999997,14,0.546131733153858,14,0,0,0,1.0,0.0
21,ACH-000272,EIF1AX,8,-1.1390970769714652,0.16,8,0.9790970769714652,8,0,0,0,1.0,0.1002816849125252
22,ACH-000191,PPP2R1A,11,-1.459626209444615,0.16,8,1.2996262094446152,7,0,1,0,1.0,0.0
23,ACH-000552,SETD2,10,-0.6263519370065058,0.4000000000000001,20,0.22635193700650574,16,1,2,1,1.0,0.6457660415030322
24,ACH-000097,SMC4,10,-1.3437899510301492,0.16,8,1.1837899510301493,8,0,0,0,1.0,0.14504119911724778
25,ACH-000371,SON,4,-1.2570513243849812,0.23999999999999996,12,1.0170513243849812,12,0,0,0,1.0,0.0
26,ACH-002705,RFC5,5,-1.4207611324289109,0.21999999999999997,11,1.200761132428911,11,0,0,0,1.0,0.0
27,ACH-000030,H3-3A,11,-1.8741200531751503,0.16,8,1.7141200531751504,7,0,1,0,1.0,0.0
28,ACH-000011,VHL,14,-0.5351695368998906,0.25999999999999995,13,0.2751695368998906,13,0,0,0,1.0,0.18705990128437577
29,ACH-000697,RFC5,4,-1.7025395259713765,0.23999999999999996,12,1.4625395259713765,12,0,0,0,1.0,0.0
30,ACH-001502,CUL3,14,-0.7775966895053337,0.34,17,0.43759668950533365,16,0,1,0,1.0,0.0
31,ACH-000978,TRRAP,3,-1.847826594010322,0.25999999999999995,13,1.587826594010322,13,0,0,0,1.0,0.0
32,ACH-000959,SMC5,6,-0.9219987242539918,0.32,16,0.6019987242539917,16,0,0,0,1.0,0.0
33,ACH-000381,TRAPPC8,8,-0.9244750217013552,0.16,8,0.7644750217013552,8,0,0,0,1.0,0.0
34,ACH-000435,RARS2,7,-0.5213903432397112,0.32,16,0.20139034323971122,16,0,0,0,1.0,0.39566079030977874
35,ACH-001054,MAX,2,-1.1230648489770083,0.27999999999999997,14,0.8430648489770083,14,0,0,0,1.0,0.8345988794848533
36,ACH-000144,PCBP1,9,-1.8443416735635787,0.34,17,1.5043416735635786,5,0,12,0,1.0,0.0
37,ACH-000422,ERCC3,12,-1.1951280963734892,0.16,8,1.0351280963734892,8,0,0,0,1.0,0.0
38,ACH-001054,CNOT3,4,-1.3129996021506063,0.23999999999999996,12,1.0729996021506063,12,0,0,0,1.0,0.0
39,ACH-000541,DHPS,10,-0.5422572273362405,0.25999999999999995,13,0.28225722733624053,13,0,0,0,1.0,0.01922201157847514
40,ACH-000381,CTCF,11,-2.018059979473116,0.16,8,1.858059979473116,7,0,1,0,1.0,0.0
41,ACH-001547,CRNKL1,15,-1.7997859604277675,0.16,8,1.6397859604277676,8,0,0,0,1.0,0.0
42,ACH-001791,SMC5,15,-1.1281995911779523,0.3,15,0.8281995911779523,15,0,0,0,1.0,0.0
43,ACH-000390,RFC5,5,-0.9944569105316534,0.21999999999999997,11,0.7744569105316534,11,0,0,0,1.0,0.0
44,ACH-000718,SMC4,6,-1.2303792977193495,0.19999999999999998,10,1.0303792977193496,10,0,0,0,1.0,0.0
45,ACH-001699,PCBP1,4,-1.3098266704457755,0.23999999999999996,12,1.0698266704457755,12,0,0,0,1.0,0.0
46,ACH-001702,CCND1,7,-0.8754089824405111,0.21999999999999997,11,0.6554089824405112,11,0,0,0,1.0,0.6535087767336902
47,ACH-001502,CUL3,15,-0.7775966895053337,0.32,16,0.45759668950533366,16,0,0,0,1.0,0.0
48,ACH-000552,XPO1,2,-1.2883116650458817,0.27999999999999997,14,1.0083116650458817,14,0,0,0,1.0,0.0
49,ACH-000191,SON,0,-0.9204689735687632,0.32,16,0.6004689735687632,16,0,0,0,1.0,0.3588044255176108
50,ACH-001431,ICE1,1,-0.7794955960681142,0.3,15,0.47949559606811426,15,0,0,0,1.0,0.21350115736394792
51,ACH-000356,RAC1,15,-0.4376158569240434,0.25999999999999995,13,0.17761585692404347,13,0,0,0,1.0,0.33863738016573647
52,ACH-001737,NCAPD2,12,-1.2292886273848118,0.16,8,1.069288627384812,7,0,1,0,1.0,0.0
53,ACH-003590,EIF1AX,6,-1.3483742897927675,0.19999999999999998,10,1.1483742897927676,10,0,0,0,1.0,0.8209560971678156
54,ACH-000371,SF3B1,7,-1.3412572803084262,0.18,9,1.1612572803084262,9,0,0,0,1.0,0.43517952440890384
55,ACH-000202,STIL,8,-0.2226327660348701,0.34,17,-0.11736723396512994,16,0,0,1,1.0,0.31425902084413765
