episode_id,cell_line_id,selected_gene,selected_index,selected_dependency,query_cost,n_queries,total_reward,n_query_cna,n_query_damaging_mutation,n_query_expression,n_query_hotspot_mutation
114,ACH-000244,CNOT3,10,-1.5840810856142795,0.32,16,1.2640810856142795,3,0,13,0
115,ACH-000697,RARS2,11,-1.0180795361361437,0.6400000000000002,32,0.3780795361361434,8,9,15,0
116,ACH-002693,PPP2R1A,1,-1.591461438076072,0.25999999999999995,13,1.331461438076072,0,0,13,0
117,ACH-000146,PPP2R1A,1,-1.2609121342163976,0.21999999999999997,11,1.0409121342163976,0,0,11,0
118,ACH-000697,ICE1,11,-0.8855984406764326,0.21999999999999997,11,0.6655984406764326,1,0,10,0
119,ACH-000541,WTAP,13,-0.8929179281952293,0.6400000000000002,32,0.25291792819522907,8,9,15,0
120,ACH-000435,PCBP1,7,-1.2144197430446797,0.25999999999999995,13,0.9544197430446797,5,7,1,0
121,ACH-000444,NCAPD2,9,-0.9101675378565698,0.16,8,0.7501675378565698,2,0,6,0
122,ACH-000550,ACTB,6,-0.4093304546178296,0.6400000000000002,32,-0.23066954538217066,14,2,16,0
123,ACH-000202,DHX15,7,-1.5603753944787944,0.16,8,1.4003753944787944,2,0,6,0
124,ACH-000630,EIF1AX,12,-1.7184123899316928,0.16,8,1.5584123899316928,0,3,5,0
125,ACH-000435,CENPN,6,-1.3138085117378966,0.6400000000000002,32,0.6738085117378964,14,15,2,1
126,ACH-001547,CDK4,14,-0.8052898946111552,0.32,16,0.4852898946111552,0,2,14,0
127,ACH-000381,SON,1,-1.3178974419789236,0.6400000000000002,32,0.6778974419789233,16,2,14,0
128,ACH-003590,KIF18A,4,-0.4572071597217676,0.16,8,0.2972071597217676,1,0,7,0
129,ACH-000697,XPO1,9,-1.6673873371808343,0.16,8,1.5073873371808344,1,0,7,0
130,ACH-003590,ACTB,2,-0.624993842490314,0.16,8,0.46499384249031395,1,0,7,0
131,ACH-001618,RAC1,7,-0.5196874153108226,0.3,15,0.21968741531082264,1,0,14,0
132,ACH-002291,EIF1AX,2,-1.409706001597285,0.16,8,1.2497060015972852,0,0,8,0
133,ACH-000417,CENPN,6,-1.2824836897688998,0.25999999999999995,13,1.0224836897688998,1,4,7,1
134,ACH-000030,ERCC2,4,-1.1273249788982052,0.16,8,0.9673249788982051,2,0,6,0
135,ACH-000502,NCAPD2,4,-1.0243374170035542,0.18,9,0.8443374170035542,1,5,2,1
136,ACH-001737,XRCC5,9,-0.7167657456790248,0.16,8,0.5567657456790248,1,0,7,0
137,ACH-000142,WTAP,11,-1.0638638336997115,0.36000000000000004,18,0.7038638336997114,2,0,16,0
138,ACH-000142,PCBP1,15,-1.1112604220968678,0.16,8,0.9512604220968678,1,0,7,0
139,ACH-000663,MYC,5,-2.759575666560158,0.16,8,2.599575666560158,0,0,8,0
