episode_id,cell_line_id,step,action_type,gene,modality,observed_value,gene_true_rank,n_queries_so_far,cumulative_query_cost,cumulative_reward
0,ACH-000417,0,query,VWA5A,expression,-0.17273442796762212,14,1,0.02,-0.02
0,ACH-000417,1,query,SIAE,expression,-0.20531415958794294,15,2,0.04,-0.04
0,ACH-000417,2,query,CDKN2A,expression,-0.20373531375738407,16,3,0.06,-0.06
0,ACH-000417,3,query,ERCC3,expression,0.9990615692537035,1,4,0.08,-0.08
0,ACH-000417,4,query,NRCAM,expression,-0.020318150814915774,8,5,0.1,-0.1
0,ACH-000417,5,query,HYDIN,expression,0.2505976019054414,4,6,0.12000000000000001,-0.12000000000000001
0,ACH-000417,6,query,MYT1,expression,0.04184859917872041,9,7,0.14,-0.14
0,ACH-000417,7,query,AGXT2,expression,-0.08952434029558168,13,8,0.16,-0.16
0,ACH-000417,8,select,ERCC3,,,1,8,0.16,0.8112048192702762
1,ACH-000552,0,query,PARD6A,expression,-0.03216470287841574,11,1,0.02,-0.02
1,ACH-000552,1,query,NEFM,expression,-0.0883712605551933,13,2,0.04,-0.04
1,ACH-000552,2,query,CNTNAP5,expression,-0.005287898735939378,10,3,0.06,-0.06
1,ACH-000552,3,query,ARID2,expression,0.3859228877231934,3,4,0.08,-0.08
1,ACH-000552,4,query,H3-3B,expression,0.35133771385546736,4,5,0.1,-0.1
1,ACH-000552,5,query,SCG2,expression,0.021013618209086194,14,6,0.12000000000000001,-0.12000000000000001
1,ACH-000552,6,query,KIF18A,expression,1.373070628744392,1,7,0.14,-0.14
1,ACH-000552,7,query,KIF18A,cna,1.5207011005346889,1,8,0.16,-0.16
1,ACH-000552,8,select,KIF18A,,,1,8,0.16,3.2160423938541425
2,ACH-000172,0,query,CBL,expression,-0.03611686594855172,10,1,0.02,-0.02
2,ACH-000172,1,query,PTP4A3,expression,0.08309620191350386,12,2,0.04,-0.04
2,ACH-000172,2,query,MUC16,expression,0.01893889619822426,14,3,0.06,-0.06
2,ACH-000172,3,query,SDHA,expression,0.30397613865465156,5,4,0.08,-0.08
2,ACH-000172,4,query,BARD1,expression,0.592969102041309,2,5,0.1,-0.1
2,ACH-000172,5,query,CD55,expression,0.03970510513220979,7,6,0.12000000000000001,-0.12000000000000001
2,ACH-000172,6,query,SIAE,expression,-0.2068399356398417,15,7,0.14,-0.14
2,ACH-000172,7,query,ZFAND1,expression,-0.06739833368023927,8,8,0.16,-0.16
2,ACH-000172,8,query,MYD88,expression,-0.02613530896599716,4,9,0.18,-0.18
2,ACH-000172,9,query,CHD4,expression,1.1281913692360472,1,10,0.19999999999999998,-0.19999999999999998
2,ACH-000172,10,select,CHD4,,,1,10,0.19999999999999998,1.0336927489255479
3,ACH-000422,0,query,IRX2,expression,-0.041008944996208364,14,1,0.02,-0.02
3,ACH-000422,1,query,GNAS,expression,0.04518120221373022,10,2,0.04,-0.04
3,ACH-000422,2,query,KMT2D,expression,0.4104010044822748,7,3,0.06,-0.06
3,ACH-000422,3,query,BMPR1A,expression,0.28011622627841776,8,4,0.08,-0.08
3,ACH-000422,4,query,CARNS1,expression,0.1156922578980189,6,5,0.1,-0.1
3,ACH-000422,5,query,DNAJA4,expression,-0.02376838234641863,12,6,0.12000000000000001,-0.12000000000000001
3,ACH-000422,6,query,PATL1,expression,0.04425438037740789,13,7,0.14,-0.14
3,ACH-000422,7,query,PIK3CB,expression,0.09774709880130444,3,8,0.16,-0.16
3,ACH-000422,8,query,VWA5A,expression,-0.18185579043850572,16,9,0.18,-0.18
3,ACH-000422,9,query,MYC,expression,1.460968761590273,1,10,0.19999999999999998,-0.19999999999999998
3,ACH-000422,10,select,MYC,,,1,10,0.19999999999999998,1.884482650782212
4,ACH-000845,0,query,ZBED2,expression,-0.09086394112869658,12,1,0.02,-0.02
4,ACH-000845,1,query,DMXL2,expression,0.02486392951162473,4,2,0.04,-0.04
4,ACH-000845,2,query,CDH11,expression,0.006482404796355404,7,3,0.06,-0.06
4,ACH-000845,3,query,STK11,expression,0.2282299094852843,6,4,0.08,-0.08
4,ACH-000845,4,query,GNA11,expression,0.14147466368263562,5,5,0.1,-0.1
4,ACH-000845,5,query,BNC2,expression,-0.062641279581633,14,6,0.12000000000000001,-0.12000000000000001
4,ACH-000845,6,query,ASCC3,expression,0.4362307201990463,3,7,0.14,-0.14
4,ACH-000845,7,query,GNAQ,expression,0.3159107303027508,2,8,0.16,-0.16
4,ACH-000845,8,query,ILDR1,expression,-0.004771976424628353,8,9,0.18,-0.18
4,ACH-000845,9,query,KNSTRN,expression,0.0020395467045426115,15,10,0.19999999999999998,-0.19999999999999998
4,ACH-000845,10,query,SMAD4,expression,0.061961944400907104,9,11,0.21999999999999997,-0.21999999999999997
4,ACH-000845,11,query,H3C2,expression,0.15642476619196155,16,12,0.23999999999999996,-0.23999999999999996
4,ACH-000845,12,query,NEFM,expression,-0.0883888885156842,11,13,0.25999999999999995,-0.25999999999999995
4,ACH-000845,13,query,MORC2,expression,0.13161838789339322,10,14,0.27999999999999997,-0.27999999999999997
4,ACH-000845,14,query,LEPR,expression,0.08241265539390864,13,15,0.3,-0.3
4,ACH-000845,15,query,CHD4,expression,1.1218569985867615,1,16,0.32,-0.32
4,ACH-000845,16,select,CHD4,,,1,16,0.32,0.45695316426326843
5,ACH-000444,0,query,PNLIPRP3,expression,-0.09200491327906174,12,1,0.02,-0.02
5,ACH-000444,1,query,C3orf70,expression,0.03892290438082041,13,2,0.04,-0.04
5,ACH-000444,2,query,H3-3B,expression,0.36349924105025905,5,3,0.06,-0.06
5,ACH-000444,3,query,PAOX,expression,0.06743719678180654,14,4,0.08,-0.08
5,ACH-000444,4,query,NRAS,expression,0.2610074047915442,6,5,0.1,-0.1
5,ACH-000444,5,query,ABI1,expression,0.06263413629809088,10,6,0.12000000000000001,-0.12000000000000001
5,ACH-000444,6,query,ANK3,expression,0.05609520394270527,8,7,0.14,-0.14
5,ACH-000444,7,query,HFM1,expression,0.03382170776022857,11,8,0.16,-0.16
5,ACH-000444,8,query,DHPS,expression,0.9535645487250932,1,9,0.18,-0.18
5,ACH-000444,9,query,SMAD4,expression,0.0705922605861008,7,10,0.19999999999999998,-0.19999999999999998
5,ACH-000444,10,select,DHPS,,,1,10,0.19999999999999998,1.084714993462327
6,ACH-002055,0,query,MYBPC3,expression,0.08898561768625038,8,1,0.02,-0.02
6,ACH-002055,1,query,PRSS57,expression,-0.13229560501039436,15,2,0.04,-0.04
6,ACH-002055,2,query,DOCK10,expression,-0.12571717909742172,16,3,0.06,-0.06
6,ACH-002055,3,query,ASXL3,expression,-0.0860595115844947,13,4,0.08,-0.08
6,ACH-002055,4,query,XPO1,expression,2.151633937871952,1,5,0.1,-0.1
6,ACH-002055,5,query,XPO1,cna,2.1394986848007713,1,6,0.12000000000000001,-0.12000000000000001
6,ACH-002055,6,query,GP2,damaging_mutation,-0.05261128735537829,6,7,0.14,-0.14
6,ACH-002055,7,query,PRKG1,damaging_mutation,-0.01682271470094696,3,8,0.16,-0.16
6,ACH-002055,8,select,XPO1,,,1,8,0.16,2.211056896549552
7,ACH-000302,0,query,PTCH1,expression,-0.02297981639560292,11,1,0.02,-0.02
7,ACH-000302,1,query,KDR,expression,0.10673311321682792,4,2,0.04,-0.04
7,ACH-000302,2,query,TOP2B,expression,-0.006093491253541583,13,3,0.06,-0.06
7,ACH-000302,3,query,SCG2,expression,0.022243924431675714,10,4,0.08,-0.08
7,ACH-000302,4,query,C3orf70,expression,0.039125127538983694,15,5,0.1,-0.1
7,ACH-000302,5,query,LOXHD1,expression,-0.13112058811614707,16,6,0.12000000000000001,-0.12000000000000001
7,ACH-000302,6,query,SMC5,expression,0.6765493926060823,3,7,0.14,-0.14
7,ACH-000302,7,query,CFAP276,expression,0.12160885731204298,9,8,0.16,-0.16
7,ACH-000302,8,query,EIF1AX,expression,1.7244744325489934,1,9,0.18,-0.18
7,ACH-000302,9,select,EIF1AX,,,1,9,0.18,2.498016289084915
8,ACH-001205,0,query,MIGA1,expression,0.003202232086726188,15,1,0.02,-0.02
8,ACH-001205,1,query,ANKRD11,expression,0.32267382544586354,16,2,0.04,-0.04
8,ACH-001205,2,query,MORC2,expression,0.12756065596932373,7,3,0.06,-0.06
8,ACH-001205,3,query,OR2A5,expression,0.045834517530512604,10,4,0.08,-0.08
8,ACH-001205,4,query,GOLGA4,expression,0.06076176719530016,6,5,0.1,-0.1
8,ACH-001205,5,query,ESR1,expression,0.01987065321072574,14,6,0.12000000000000001,-0.12000000000000001
8,ACH-001205,6,query,SEMA3D,expression,-0.06584575225919381,12,7,0.14,-0.14
8,ACH-001205,7,query,BLM,expression,0.17645998122594372,11,8,0.16,-0.16
8,ACH-001205,8,query,CEBPA,expression,0.14470925874414417,13,9,0.18,-0.18
8,ACH-001205,9,query,SMARCD1,expression,0.21277424116059088,5,10,0.19999999999999998,-0.19999999999999998
8,ACH-001205,10,query,TRAPPC8,expression,1.3773826612602091,1,11,0.21999999999999997,-0.21999999999999997
8,ACH-001205,11,select,TRAPPC8,,,1,11,0.21999999999999997,1.1288439380027129
9,ACH-001528,0,query,MUTYH,expression,0.06669993545838748,12,1,0.02,-0.02
9,ACH-001528,1,query,RABGAP1,expression,-0.017106878959312375,14,2,0.04,-0.04
9,ACH-001528,2,query,TGOLN2,expression,0.13247982547109804,8,3,0.06,-0.06
9,ACH-001528,3,query,PIK3CB,expression,0.14192789165143913,7,4,0.08,-0.08
9,ACH-001528,4,query,DAXX,expression,0.38304428715615035,2,5,0.1,-0.1
9,ACH-001528,5,query,RXRA,expression,0.12712159277497323,4,6,0.12000000000000001,-0.12000000000000001
9,ACH-001528,6,query,CPQ,expression,0.06599418584413247,5,7,0.14,-0.14
9,ACH-001528,7,query,ZNF583,expression,-0.04093866885562292,10,8,0.16,-0.16
9,ACH-001528,8,query,KLF4,expression,0.05481080077218313,11,9,0.18,-0.18
9,ACH-001528,9,query,RAC1,expression,0.7478450769035624,1,10,0.19999999999999998,-0.19999999999999998
9,ACH-001528,10,query,GAS2L2,expression,0.2508771244741974,3,11,0.21999999999999997,-0.21999999999999997
9,ACH-001528,11,query,DCC,expression,-0.09116474246548631,15,12,0.23999999999999996,-0.23999999999999996
9,ACH-001528,12,query,PAOX,expression,0.06495490030980608,6,13,0.25999999999999995,-0.25999999999999995
9,ACH-001528,13,query,GPC3,expression,-0.08751253287215974,16,14,0.27999999999999997,-0.27999999999999997
9,ACH-001528,14,query,EIF2AK4,expression,0.11217843121663355,9,15,0.3,-0.3
9,ACH-001528,15,query,MICU2,expression,-0.01783686351296334,13,16,0.32,-0.32
9,ACH-001528,16,query,RAC1,cna,0.7447671642560387,1,17,0.34,-0.34
9,ACH-001528,17,query,RAC1,damaging_mutation,,1,18,0.36000000000000004,-0.36000000000000004
9,ACH-001528,18,query,EIF2AK4,hotspot_mutation,,9,19,0.38000000000000006,-0.38000000000000006
9,ACH-001528,19,query,CPQ,hotspot_mutation,0.06422972748782793,5,20,0.4000000000000001,-0.4000000000000001
9,ACH-001528,20,query,GAS2L2,cna,0.2425498762077469,3,21,0.4200000000000001,-0.4200000000000001
9,ACH-001528,21,query,EIF2AK4,cna,0.10815853036061249,9,22,0.4400000000000001,-0.4400000000000001
9,ACH-001528,22,query,DAXX,damaging_mutation,0.38185820560018446,2,23,0.46000000000000013,-0.46000000000000013
9,ACH-001528,23,query,DAXX,cna,0.38746728253229545,2,24,0.48000000000000015,-0.48000000000000015
