policy,selected_dependency,hit_at_k,ndcg_at_k,mrr_at_k,query_cost,n_queries,total_reward,n_query_cna,n_query_damaging_mutation,n_query_expression,n_query_hotspot_mutation,variant,output_path
rl_env_dqn,-1.2534227015716721,0.998,0.8241791671845136,0.7666666666666667,0.24484,12.242,1.008582701571672,9.74,0.878,1.55,0.074,cancer-context_larger,/root/seacts/results/depmap_baselines/dqn_cancer_context/larger/dqn_eval_metrics.csv
rl_env_dqn,-1.2440153552017936,0.998,0.8051204829547968,0.7523333333333333,0.24652000000000002,12.326,0.9974953552017936,3.226,1.282,7.746,0.072,cancer-context_default,/root/seacts/results/depmap_baselines/dqn_cancer_context/default/dqn_eval_metrics.csv
